shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
001F_shp,37.751239878,-122.418345710999,837,16720
001F_shp,37.750692061,-122.418295500999,838,16740
001F_shp,37.750143699,-122.418255885999,839,16760
001F_shp,37.74959494,-122.418226190999,840,16780
001F_shp,37.7490458,-122.418225935999,841,16800
001F_shp,37.748499138,-122.418288799999,842,16820
001F_shp,37.747963466,-122.418440245999,843,16840
001F_shp,37.747447691,-122.418677004999,844,16860
001F_shp,37.746948229,-122.418964658,845,16880
001F_shp,37.746456711,-122.419273397999,846,16900
001F_shp,37.745966359,-122.419585073999,847,16920
001F_shp,37.745477272,-122.419899886999,848,16940
001F_shp,37.744988817,-122.420216250999,849,16960
001F_shp,37.74450115,-122.420534535999,850,16980
001F_shp,37.744013998,-122.420854065999,851,17000
001F_shp,37.74352701,-122.421173990999,852,17020
001F_shp,37.743040032,-122.421493941999,853,17040
001F_shp,37.742553694,-122.421815421999,854,17060
001F_shp,37.742068678,-122.422140057999,855,17080
001F_shp,37.741585066,-122.422467992999,856,17100
001F_shp,37.7411045,-122.422802926999,857,17120
001F_shp,37.740635553,-122.423162771999,858,17140
001F_shp,37.740185108,-122.423558502999,859,17160
001F_shp,37.739751503,-122.423982823999,860,17180
001F_shp,37.739342273,-122.424444020999,861,17200
001F_shp,37.738953287,-122.424932246999,862,17220
001F_shp,37.738580764,-122.425440461999,863,17240
001F_shp,37.738222005,-122.425964169999,864,17260
001F_shp,37.737870962,-122.426496119999,865,17280
001F_shp,37.737524943,-122.427033265999,866,17300
001F_shp,37.73717768,-122.427569133999,867,17320
001F_shp,37.736826756,-122.428101207999,868,17340
001F_shp,37.736473776,-122.428631117999,869,17360
001F_shp,37.736119785,-122.429159955999,870,17380
001F_shp,37.735765824,-122.429688824999,871,17400
001F_shp,37.735412933,-122.430218821999,872,17420
001F_shp,37.735061722,-122.430750582999,873,17440
001F_shp,37.734711217,-122.431283079999,874,17460
001F_shp,37.734361226,-122.431816109999,875,17480
001F_shp,37.734011674,-122.432349594999,876,17500
001F_shp,37.733662589,-122.432883560999,877,17520
001F_shp,37.733313979,-122.433418016999,878,17540
001F_shp,37.732962866,-122.433949828999,879,17560
001F_shp,37.732607843,-122.434477542999,880,17580
001F_shp,37.73225494,-122.435007504999,881,17600
001F_shp,37.731904255,-122.435539791999,882,17620
001F_shp,37.731555589,-122.436074176999,883,17640
001F_shp,37.731207711,-122.436609373999,884,17660
001F_shp,37.730861876,-122.437146656999,885,17680
001F_shp,37.730523277,-122.437691190999,886,17700
001F_shp,37.730203029,-122.438252839999,887,17720
001F_shp,37.729914507,-122.438841218999,888,17740
001F_shp,37.72965697,-122.439451908999,889,17760
001F_shp,37.729421999,-122.440076972999,890,17780
001F_shp,37.729197806,-122.440708304999,891,17800
001F_shp,37.728964563,-122.441334398999,892,17820
001F_shp,37.728708419,-122.441946079999,893,17840
001F_shp,37.728432308,-122.442543823999,894,17860
001F_shp,37.728127723,-122.443119201999,895,17880
001F_shp,37.72779822,-122.443672349999,896,17900
001F_shp,37.727442493,-122.444199089999,897,17920
001F_shp,37.727056392,-122.444690796999,898,17940
001F_shp,37.726645086,-122.445148913999,899,17960
001F_shp,37.726207518,-122.445566595999,900,17980
001F_shp,37.725745532,-122.445940426999,901,18000
001F_shp,37.725265524,-122.446276275999,902,18020
001F_shp,37.724765738,-122.446562863999,903,18040
001F_shp,37.724252251,-122.446807920999,904,18060
001F_shp,37.723725995,-122.447005595999,905,18080
001F_shp,37.723189451,-122.447153062999,906,18100
001F_shp,37.722649581,-122.447280437999,907,18120
001F_shp,37.722108804,-122.447401580999,908,18140
001F_shp,37.721566996,-122.447515166999,909,18160
001F_shp,37.721025884,-122.447633565999,910,18180
001F_shp,37.720484748,-122.447752119999,911,18200
001F_shp,37.719942439,-122.447861801999,912,18220
001F_shp,37.719397953,-122.447952727999,913,18240
001F_shp,37.718851488,-122.448022227999,914,18260
001F_shp,37.718305266,-122.448094840999,915,18280
001F_shp,37.717761194,-122.448189342999,916,18300
001F_shp,37.71722373,-122.448330658999,917,18320
001F_shp,37.71669979,-122.448537512999,918,18340
001F_shp,37.71619362,-122.448805226999,919,18360
001F_shp,37.71571228,-122.449137687999,920,18380
001F_shp,37.715251348,-122.449513527999,921,18400
001F_shp,37.714809669,-122.449924416999,922,18420
001F_shp,37.714386024,-122.450364413999,923,18440
001F_shp,37.713975543,-122.450823794999,924,18460
001F_shp,37.713574745,-122.451296564999,925,18480
001F_shp,37.71317956,-122.451776763999,926,18500
001F_shp,37.712787745,-122.452261322999,927,18520
001F_shp,37.712396777,-122.452746961999,928,18540
001F_shp,37.712009067,-122.453236715999,929,18560
001F_shp,37.71162719,-122.453733662999,930,18580
001F_shp,37.711263668,-122.454251724999,931,18600
001F_shp,37.710936758,-122.454806945999,932,18620
001F_shp,37.710657234,-122.455401774999,933,18640
001F_shp,37.710436186,-122.456034396999,934,18660
001F_shp,37.710269545,-122.456692757999,935,18680
001F_shp,37.710163178,-122.457370677999,936,18700
001F_shp,37.710111337,-122.458058800999,937,18720
001F_shp,37.710093388,-122.458749746999,938,18740
001F_shp,37.71009022,-122.459441117999,939,18760
001F_shp,37.710093115,-122.460132490999,940,18780
001F_shp,37.710099829,-122.460823823999,941,18800
001F_shp,37.710110711,-122.461515073999,942,18820
001F_shp,37.710122674,-122.462206294999,943,18840
001F_shp,37.710131757,-122.462897585999,944,18860
001F_shp,37.710136197,-122.463588935999,945,18880
001F_shp,37.71011038,-122.464279136999,946,18900
001F_shp,37.709988133,-122.464952494999,947,18920
001F_shp,37.709760735,-122.465580210999,948,18940
001F_shp,37.709434677,-122.466135569999,949,18960
001F_shp,37.709030554,-122.466601302999,950,18980
001F_shp,37.708574334,-122.466986018999,951,19000
001F_shp,37.708118968,-122.467372337999,952,19020
001F_shp,37.707665375,-122.467762163999,953,19040
001F_shp,37.707200207,-122.468129785999,954,19060
001F_shp,37.706737201,-122.468501698999,955,19080
001F_shp,37.706278621,-122.468882227,956,19100
001F_shp,37.705818246,-122.469259309,957,19120
001F_shp,37.705360825,-122.469642038999,958,19140
001F_shp,37.704907676,-122.470032738999,959,19160
001F_shp,37.704448576,-122.470412218999,960,19180
001F_shp,37.703970841,-122.470752666999,961,19200
001F_shp,37.703456527,-122.470991299999,962,19220
001F_shp,37.702913957,-122.471091508999,963,19240
001F_shp,37.702364774,-122.471098979999,964,19260
001F_shp,37.701815542,-122.471091025999,965,19280
001F_shp,37.70126637,-122.471077690999,966,19300
001F_shp,37.700717232,-122.471062361999,967,19320
001F_shp,37.700168082,-122.471047705999,968,19340
001F_shp,37.699618833,-122.471041792999,969,19360
001F_shp,37.699069565,-122.471038803999,970,19380
001F_shp,37.698520371,-122.471027614999,971,19400
001F_shp,37.697972136,-122.470988296999,972,19420
001F_shp,37.697431772,-122.470867543999,973,19440
001F_shp,37.696903063,-122.470680418999,974,19460
001F_shp,37.696379436,-122.470471717999,975,19480
001F_shp,37.69585437,-122.470268817999,976,19500
001F_shp,37.695325324,-122.470083087999,977,19520
001F_shp,37.694786826,-122.469949422999,978,19540
001F_shp,37.694239072,-122.469900942999,979,19560
001F_shp,37.693689972,-122.469883760999,980,19580
001F_shp,37.693140721,-122.469877540999,981,19600
001F_shp,37.692591479,-122.469870467999,982,19620
001F_shp,37.692042373,-122.469853398999,983,19640
001F_shp,37.691493256,-122.469836980999,984,19660
001F_shp,37.690944005,-122.469831188999,985,19680
001F_shp,37.69039481,-122.469841821999,986,19700
001F_shp,37.689845783,-122.469825175999,987,19720
001F_shp,37.689302067,-122.469731734999,988,19740
001F_shp,37.688772379,-122.469550501999,989,19760
001F_shp,37.688264019,-122.469289550999,990,19780
001F_shp,37.687759156,-122.469017708999,991,19800
001F_shp,37.687250098,-122.468758162999,992,19820
001F_shp,37.68675255,-122.468465913999,993,19840
001F_shp,37.686264936,-122.468148286999,994,19860
001F_shp,37.685811904,-122.467758470999,995,19880
001F_shp,37.685420171,-122.467274913999,996,19900
001F_shp,37.685070192,-122.466742378999,997,19920
001F_shp,37.684715213,-122.466215014999,998,19940
001F_shp,37.684356132,-122.465692018999,999,19960
001F_shp,37.683987841,-122.465179290999,1000,19980
001F_shp,37.683616814,-122.464669673999,1001,20000
001F_shp,37.683253972,-122.464150803999,1002,20020
001F_shp,37.682891785,-122.463631210999,1003,20040
001F_shp,37.682528634,-122.463112684999,1004,20060
001F_shp,37.682158538,-122.462602009999,1005,20080
001F_shp,37.681772036,-122.462111184999,1006,20100
001F_shp,37.681359585,-122.461654879999,1007,20120
001F_shp,37.680924404,-122.461233258999,1008,20140
001F_shp,37.680480616,-122.460826028999,1009,20160
001F_shp,37.680039217,-122.460414720999,1010,20180
001F_shp,37.679601504,-122.459997209999,1011,20200
001F_shp,37.679161287,-122.459583901999,1012,20220
001F_shp,37.678715495,-122.459180159999,1013,20240
001F_shp,37.678269126,-122.458777426999,1014,20260
001F_shp,37.677824918,-122.458370930999,1015,20280
001F_shp,37.677389204,-122.457950210999,1016,20300
001F_shp,37.676972033,-122.457500911999,1017,20320
001F_shp,37.676578618,-122.457018763999,1018,20340
001F_shp,37.676212903,-122.456503342999,1019,20360
001F_shp,37.675865331,-122.455968259999,1020,20380
001F_shp,37.675525687,-122.455425157999,1021,20400
001F_shp,37.675189853,-122.454878313,1022,20420
001F_shp,37.674845892,-122.454339546999,1023,20440
001F_shp,37.674480103,-122.453824266999,1024,20460
001F_shp,37.674087421,-122.453341250999,1025,20480
001F_shp,37.673665914,-122.452898483999,1026,20500
001F_shp,37.673219108,-122.452496791999,1027,20520
001F_shp,37.672752214,-122.452132999999,1028,20540
001F_shp,37.672266767,-122.451809864999,1029,20560
001F_shp,37.671774665,-122.451502886999,1030,20580
001F_shp,37.671280154,-122.451202098999,1031,20600
001F_shp,37.670784413,-122.450904531999,1032,20620
001F_shp,37.670289173,-122.450605650999,1033,20640
001F_shp,37.669795796,-122.450301935999,1034,20660
001F_shp,37.669305329,-122.449990889999,1035,20680
001F_shp,37.668821451,-122.449663933999,1036,20700
001F_shp,37.668351775,-122.449305839999,1037,20720
001F_shp,37.667898667,-122.448915464999,1038,20740
001F_shp,37.667462412,-122.448495677999,1039,20760
001F_shp,37.667046779,-122.448044196999,1040,20780
001F_shp,37.666656045,-122.447558668999,1041,20800
001F_shp,37.666283849,-122.447050576999,1042,20820
001F_shp,37.665928596,-122.446523646999,1043,20840
001F_shp,37.665585229,-122.445984341999,1044,20860
001F_shp,37.66524779,-122.445439133999,1045,20880
001F_shp,37.664906368,-122.444897872999,1046,20900
001F_shp,37.664561756,-122.444359816999,1047,20920
001F_shp,37.664216346,-122.443822597999,1048,20940
001F_shp,37.663875745,-122.443280521999,1049,20960
001F_shp,37.663531576,-122.442742025999,1050,20980
001F_shp,37.663183764,-122.442207247999,1051,21000
001F_shp,37.662828886,-122.441679895,1052,21020
001F_shp,37.662460483,-122.441167487999,1053,21040
001F_shp,37.662081965,-122.440666911999,1054,21060
001F_shp,37.661680031,-122.440196214999,1055,21080
001F_shp,37.661260982,-122.439749626999,1056,21100
001F_shp,37.660825816,-122.439328092999,1057,21120
001F_shp,37.660376323,-122.438931070999,1058,21140
001F_shp,37.659918547,-122.438549238999,1059,21160
001F_shp,37.659457972,-122.438172775999,1060,21180
001F_shp,37.658994049,-122.437802867999,1061,21200
001F_shp,37.658533129,-122.437427099999,1062,21220
001F_shp,37.658078173,-122.437039993999,1063,21240
001F_shp,37.657630796,-122.436639225999,1064,21260
001F_shp,37.657199678,-122.436211255999,1065,21280
001F_shp,37.656787815,-122.435754259999,1066,21300
001F_shp,37.656397711,-122.435268015999,1067,21320
001F_shp,37.656026591,-122.434758774999,1068,21340
001F_shp,37.65567732,-122.434225683999,1069,21360
001F_shp,37.655350482,-122.433670475999,1070,21380
001F_shp,37.655024742,-122.433114236,1071,21400
001F_shp,37.654709234,-122.432548715999,1072,21420
001F_shp,37.654396528,-122.431980732999,1073,21440
001F_shp,37.65408499,-122.431411738999,1074,21460
001F_shp,37.6537755,-122.430840979999,1075,21480
001F_shp,37.653464711,-122.430271343999,1076,21500
001F_shp,37.653151504,-122.429703807999,1077,21520
001F_shp,37.65283537,-122.429138847999,1078,21540
001F_shp,37.652513313,-122.428579218999,1079,21560
001F_shp,37.652179393,-122.428030751,1080,21580
001F_shp,37.651823552,-122.427504582999,1081,21600
001F_shp,37.651447962,-122.427000578999,1082,21620
001F_shp,37.651052668,-122.426521028999,1083,21640
001F_shp,37.65063866,-122.426067123999,1084,21660
001F_shp,37.650207853,-122.425638643999,1085,21680
001F_shp,37.649764231,-122.425231330999,1086,21700
001F_shp,37.649317557,-122.424829286999,1087,21720
001F_shp,37.648868441,-122.424431569999,1088,21740
001F_shp,37.648418358,-122.424035587999,1089,21760
001F_shp,37.647969109,-122.423638111999,1090,21780
001F_shp,37.647521761,-122.423237260999,1091,21800
001F_shp,37.647075523,-122.422834462999,1092,21820
001F_shp,37.6466297,-122.422430937999,1093,21840
001F_shp,37.646183601,-122.422027899999,1094,21860
001F_shp,37.645736537,-122.421626557999,1095,21880
001F_shp,37.645288425,-122.421227070999,1096,21900
001F_shp,37.644838885,-122.420830133999,1097,21920
001F_shp,37.644386123,-122.420439049999,1098,21940
001F_shp,37.643924814,-122.420064186999,1099,21960
001F_shp,37.643444779,-122.419728712999,1100,21980
001F_shp,37.642953878,-122.419418865999,1101,22000
001F_shp,37.642458767,-122.419119754999,1102,22020
001F_shp,37.641961312,-122.418826869999,1103,22040
001F_shp,37.641462304,-122.418538179,1104,22060
001F_shp,37.640964364,-122.418246599999,1105,22080
001F_shp,37.640468063,-122.417950627999,1106,22100
001F_shp,37.639972334,-122.417653145999,1107,22120
001F_shp,37.639476272,-122.417356545999,1108,22140
001F_shp,37.638979226,-122.417062563999,1109,22160
001F_shp,37.638481629,-122.416770063999,1110,22180
001F_shp,37.63798355,-122.416478865999,1111,22200
001F_shp,37.637485846,-122.416186666999,1112,22220
001F_shp,37.636987038,-122.415897465999,1113,22240
001F_shp,37.636485242,-122.415616555999,1114,22260
001F_shp,37.635989237,-122.415319876999,1115,22280
001F_shp,37.635498363,-122.415009975999,1116,22300
001F_shp,37.635012682,-122.414687408999,1117,22320
001F_shp,37.634532603,-122.414351808999,1118,22340
001F_shp,37.634048865,-122.414024645999,1119,22360
001F_shp,37.633561937,-122.413705032999,1120,22380
001F_shp,37.633072502,-122.413391537999,1121,22400
001F_shp,37.632580839,-122.413083604999,1122,22420
001F_shp,37.632086688,-122.412782040999,1123,22440
001F_shp,37.631589651,-122.412488066999,1124,22460
001F_shp,37.631091291,-122.412197655999,1125,22480
001F_shp,37.630591948,-122.411909926999,1126,22500
001F_shp,37.6300924,-122.411622760999,1127,22520
001F_shp,37.629592252,-122.411337255999,1128,22540
001F_shp,37.629091853,-122.411052445999,1129,22560
001F_shp,37.628591618,-122.410767183999,1130,22580
001F_shp,37.628091937,-122.410480390999,1131,22600
001F_shp,37.627592526,-122.41019286,1132,22620
001F_shp,37.627093595,-122.409904017999,1133,22640
001F_shp,37.626595427,-122.409613099999,1134,22660
001F_shp,37.626097885,-122.409320497999,1135,22680
001F_shp,37.625602087,-122.409023256999,1136,22700
001F_shp,37.625108601,-122.408720010999,1137,22720
001F_shp,37.624622276,-122.408399187999,1138,22740
001F_shp,37.624148348,-122.408050171999,1139,22760
001F_shp,37.623680763,-122.407687828999,1140,22780
001F_shp,37.623206619,-122.407339197999,1141,22800
001F_shp,37.622739018,-122.406976889999,1142,22820
001F_shp,37.622264365,-122.406629417999,1143,22840
001F_shp,37.621792805,-122.406275391999,1144,22860
001F_shp,37.621327953,-122.405907518999,1145,22880
001F_shp,37.620859032,-122.405547918999,1146,22900
001F_shp,37.620386589,-122.405195666999,1147,22920
001F_shp,37.619913953,-122.404843823999,1148,22940
001F_shp,37.619444382,-122.404485571999,1149,22960
001F_shp,37.618980588,-122.404115616999,1150,22980
001F_shp,37.618505608,-122.403768964,1151,23000
001F_shp,37.618019846,-122.40344667,1152,23020
001F_shp,37.617544086,-122.403101830999,1153,23040
001F_shp,37.617099994,-122.402696206999,1154,23060
001F_shp,37.616691327,-122.402235690999,1155,23080
001F_shp,37.616343415,-122.401702268999,1156,23100
001F_shp,37.616040884,-122.401128190999,1157,23120
001F_shp,37.615829416,-122.400491491999,1158,23140
001F_shp,37.615698032,-122.399822114999,1159,23160
001F_shp,37.615650115,-122.399134510999,1160,23180
001F_shp,37.615638587,-122.398444203999,1161,23200
001F_shp,37.615637705,-122.397753705999,1162,23220
001F_shp,37.6156255,-122.397063370999,1163,23240
001F_shp,37.6156172,-122.396372952999,1164,23260
001F_shp,37.615616768,-122.395682448999,1165,23280
001F_shp,37.615621018,-122.394991961999,1166,23300
001F_shp,37.61563747,-122.3943018,1167,23320
001F_shp,37.615702348,-122.393617168999,1168,23340
001F_shp,37.615848146,-122.392951576999,1169,23360
001F_shp,37.61599768,-122.392414074999,1170,23380
001G_shp,37.61599768,-122.392414074999,1,0
001G_shp,37.615971875,-122.392493058999,2,20
001G_shp,37.615800218,-122.393148794999,3,40
001G_shp,37.615670145,-122.393819423999,4,60
001G_shp,37.615625216,-122.394505981999,5,80
001G_shp,37.615605887,-122.395196038,6,100
001G_shp,37.615600163,-122.395886496999,7,120
001G_shp,37.615603722,-122.396576984999,8,140
001G_shp,37.615592547,-122.397267312999,9,160
001G_shp,37.615559351,-122.397956376999,10,180
001G_shp,37.615423599,-122.398623422999,11,200
001G_shp,37.615128133,-122.399201431,12,220
001G_shp,37.614702352,-122.399632150999,13,240
001G_shp,37.614187754,-122.399865350999,14,260
001G_shp,37.613640646,-122.399874882999,15,280
001G_shp,37.613117874,-122.399670194999,16,300
001G_shp,37.612633468,-122.399346036999,17,320
001G_shp,37.612178786,-122.398958694999,18,340
001G_shp,37.611735017,-122.398551903999,19,360
001G_shp,37.611306268,-122.398120373999,20,380
001G_shp,37.610880588,-122.397684037999,21,400
001G_shp,37.610447788,-122.397258883999,22,420
001G_shp,37.61002042,-122.396825193999,23,440
001G_shp,37.609598868,-122.396382560999,24,460
001G_shp,37.609164508,-122.395959986999,25,480
001G_shp,37.608738465,-122.395524315999,26,500
001G_shp,37.608321255,-122.395075359999,27,520
001G_shp,37.60788846,-122.394650271999,28,540
001G_shp,37.60745492,-122.394226368999,29,560
001G_shp,37.607025142,-122.393796427999,30,580
001G_shp,37.606588605,-122.393377379999,31,600
001G_shp,37.606155823,-122.392952241999,32,620
001G_shp,37.605728247,-122.392518850999,33,640
001G_shp,37.605307502,-122.392075038999,34,660
001G_shp,37.604890548,-122.391625590999,35,680
001G_shp,37.604469199,-122.391182687999,36,700
001G_shp,37.604042796,-122.390747478999,37,720
001G_shp,37.603615697,-122.390313348999,38,740
001G_shp,37.603190587,-122.389876149999,39,760
001G_shp,37.602766854,-122.389436846999,40,780
001G_shp,37.602346804,-122.388991994999,41,800
001G_shp,37.601938129,-122.388530875999,42,820
001G_shp,37.601534297,-122.388062988999,43,840
001G_shp,37.601119187,-122.387610903999,44,860
001G_shp,37.600697249,-122.387168895999,45,880
001G_shp,37.600271406,-122.386732847999,46,900
002A_shp,37.600271406,-122.386732847999,1,0
002A_shp,37.600697249,-122.387168895999,2,20
002A_shp,37.601119187,-122.387610903999,3,40
002A_shp,37.601534297,-122.388062988999,4,60
002A_shp,37.601938129,-122.388530875999,5,80
002A_shp,37.602346804,-122.388991994999,6,100
002A_shp,37.602766854,-122.389436846999,7,120
002A_shp,37.603190587,-122.389876149999,8,140
002A_shp,37.603615697,-122.390313348999,9,160
002A_shp,37.604042796,-122.390747478999,10,180
002A_shp,37.604469199,-122.391182687999,11,200
002A_shp,37.604890548,-122.391625590999,12,220
002A_shp,37.605307502,-122.392075038999,13,240
002A_shp,37.605728247,-122.392518850999,14,260
002A_shp,37.606155823,-122.392952241999,15,280
002A_shp,37.606588605,-122.393377379999,16,300
002A_shp,37.607025142,-122.393796427999,17,320
002A_shp,37.60745492,-122.394226368999,18,340
002A_shp,37.60788846,-122.394650271999,19,360
002A_shp,37.608321255,-122.395075359999,20,380
002A_shp,37.608738465,-122.395524315999,21,400
002A_shp,37.609164508,-122.395959986999,22,420
002A_shp,37.609598868,-122.396382560999,23,440
002A_shp,37.61002042,-122.396825193999,24,460
002A_shp,37.610447788,-122.397258883999,25,480
002A_shp,37.610880588,-122.397684037999,26,500
002A_shp,37.611306268,-122.398120373999,27,520
002A_shp,37.611735017,-122.398551903999,28,540
002A_shp,37.612178786,-122.398958694999,29,560
002A_shp,37.612633468,-122.399346036999,30,580
002A_shp,37.613117874,-122.399670194999,31,600
002A_shp,37.613640646,-122.399874882999,32,620
002A_shp,37.614187754,-122.399865350999,33,640
002A_shp,37.614702352,-122.399632150999,34,660
002A_shp,37.615128133,-122.399201431,35,680
002A_shp,37.615423599,-122.398623422999,36,700
002A_shp,37.615559351,-122.397956376999,37,720
002A_shp,37.615592547,-122.397267312999,38,740
002A_shp,37.615603722,-122.396576984999,39,760
002A_shp,37.615600163,-122.395886496999,40,780
002A_shp,37.615605887,-122.395196038,41,800
002A_shp,37.615625216,-122.394505981999,42,820
002A_shp,37.615670145,-122.393819423999,43,840
002A_shp,37.615800218,-122.393148794999,44,860
002A_shp,37.615971875,-122.392493058999,45,880
002A_shp,37.61599768,-122.392414074999,46,900
002A_shp,37.61599768,-122.392414074999,47,920
002A_shp,37.615819942,-122.393067253999,48,940
002A_shp,37.615682405,-122.393735518999,49,960
002A_shp,37.615632941,-122.394422653999,50,980
002A_shp,37.615619892,-122.395112942999,51,1000
002A_shp,37.615616429,-122.395803436999,52,1020
002A_shp,37.615617905,-122.396493938999,53,1040
002A_shp,37.615627859,-122.397184323999,54,1060
002A_shp,37.61563884,-122.397874686999,55,1080
002A_shp,37.615638897,-122.398565191999,56,1100
002A_shp,37.615655114,-122.399255335999,57,1120
002A_shp,37.615713285,-122.399941570999,58,1140
002A_shp,37.615861572,-122.400605525999,59,1160
002A_shp,37.616085896,-122.401235121999,60,1180
002A_shp,37.616402026,-122.401798213999,61,1200
002A_shp,37.616758577,-122.402322241999,62,1220
002A_shp,37.617175109,-122.402771850999,63,1240
002A_shp,37.617625877,-122.403165597999,64,1260
002A_shp,37.618104808,-122.403503508999,65,1280
002A_shp,37.618589729,-122.403827749999,66,1300
002A_shp,37.619062049,-122.404180049999,67,1320
002A_shp,37.619526289,-122.404549104999,68,1340
002A_shp,37.61999664,-122.404905743999,69,1360
002A_shp,37.620469474,-122.405257164999,70,1380
002A_shp,37.620941551,-122.405610192999,71,1400
002A_shp,37.62140948,-122.405971823999,72,1420
002A_shp,37.621874607,-122.406339144999,73,1440
002A_shp,37.622347957,-122.406689385999,74,1460
002A_shp,37.622820928,-122.407040421999,75,1480
002A_shp,37.623289512,-122.407400681999,76,1500
002A_shp,37.623763245,-122.407750175999,77,1520
002A_shp,37.62423052,-122.408113166999,78,1540
002A_shp,37.624706432,-122.408457896999,79,1560
002A_shp,37.625194794,-122.408773847999,80,1580
002A_shp,37.625688824,-122.409075695999,81,1600
002A_shp,37.62618497,-122.409372015999,82,1620
002A_shp,37.626682693,-122.409664132999,83,1640
002A_shp,37.627180958,-122.409954784999,84,1660
002A_shp,37.627680012,-122.410243294999,85,1680
002A_shp,37.628179454,-122.410530740999,86,1700
002A_shp,37.628679238,-122.410817250999,87,1720
002A_shp,37.629179532,-122.411102347999,88,1740
002A_shp,37.629679919,-122.411387193999,89,1760
002A_shp,37.630179974,-122.411672956999,90,1780
002A_shp,37.630679466,-122.411960273999,91,1800
002A_shp,37.631178714,-122.412248266999,92,1820
002A_shp,37.631676838,-122.412539312999,93,1840
002A_shp,37.6321735,-122.412834286999,94,1860
002A_shp,37.632667139,-122.413137174999,95,1880
002A_shp,37.633158433,-122.413446039999,96,1900
002A_shp,37.633647435,-122.413760600999,97,1920
002A_shp,37.634133913,-122.414081292999,98,1940
002A_shp,37.634616742,-122.414410564999,99,1960
002A_shp,37.635097288,-122.414745091999,100,1980
002A_shp,37.635583997,-122.415065214999,101,2000
002A_shp,37.636075767,-122.415372862999,102,2020
002A_shp,37.636572889,-122.415666551999,103,2040
002A_shp,37.637074769,-122.415947230999,104,2060
002A_shp,37.637572923,-122.416238212999,105,2080
002A_shp,37.638070857,-122.416529794999,106,2100
002A_shp,37.638568851,-122.416821221999,107,2120
002A_shp,37.639066365,-122.417113949999,108,2140
002A_shp,37.639563255,-122.417408346999,109,2160
002A_shp,37.640059193,-122.417705273999,110,2180
002A_shp,37.640554958,-122.418002663999,111,2200
002A_shp,37.64105145,-122.418298124999,112,2220
002A_shp,37.641549734,-122.418588776999,113,2240
002A_shp,37.642048663,-122.418877680999,114,2260
002A_shp,37.642545572,-122.419172026999,115,2280
002A_shp,37.643040374,-122.419471940999,116,2300
002A_shp,37.643530125,-122.419784655999,117,2320
002A_shp,37.644006706,-122.420127769999,118,2340
002A_shp,37.644465819,-122.420506904999,119,2360
002A_shp,37.644917805,-122.420899411,120,2380
002A_shp,37.64536697,-122.421297018999,121,2400
002A_shp,37.64581497,-122.421696703999,122,2420
002A_shp,37.646261815,-122.422098429999,123,2440
002A_shp,37.646707816,-122.422501641999,124,2460
002A_shp,37.647153663,-122.422905126999,125,2480
002A_shp,37.647600045,-122.423307674999,126,2500
002A_shp,37.648047686,-122.423708005999,127,2520
002A_shp,37.648497211,-122.424104986999,128,2540
002A_shp,37.648947255,-122.424501040999,129,2560
002A_shp,37.649396014,-122.424899393999,130,2580
002A_shp,37.649842486,-122.425301796999,131,2600
002A_shp,37.650284353,-122.425712093999,132,2620
002A_shp,37.650712448,-122.426144838999,133,2640
002A_shp,37.65112337,-122.426603156999,134,2660
002A_shp,37.651515179,-122.427087211999,135,2680
002A_shp,37.651887381,-122.427595177999,136,2700
002A_shp,37.652239379,-122.428125410999,137,2720
002A_shp,37.652570286,-122.428676778999,138,2740
002A_shp,37.652891008,-122.429237620999,139,2760
002A_shp,37.653206563,-122.429803092999,140,2780
002A_shp,37.653519408,-122.430370945999,141,2800
002A_shp,37.653829728,-122.430940987999,142,2820
002A_shp,37.654139334,-122.431511646999,143,2840
002A_shp,37.654451436,-122.432080151999,144,2860
002A_shp,37.654764107,-122.432648164999,145,2880
002A_shp,37.655080853,-122.433212587999,146,2900
002A_shp,37.655408735,-122.433766836999,147,2920
002A_shp,37.655736616,-122.434321033999,148,2940
002A_shp,37.656090159,-122.434849666999,149,2960
002A_shp,37.656464614,-122.435355037999,150,2980
002A_shp,37.656858561,-122.435836333999,151,3000
002A_shp,37.657273819,-122.436288443999,152,3020
002A_shp,37.657708086,-122.436711361999,153,3040
002A_shp,37.658157401,-122.437108723999,154,3060
002A_shp,37.658613342,-122.437493995999,155,3080
002A_shp,37.659075338,-122.437867680999,156,3100
002A_shp,37.659538995,-122.438238111999,157,3120
002A_shp,37.65999895,-122.438615775999,158,3140
002A_shp,37.660456017,-122.438998945999,159,3160
002A_shp,37.660903033,-122.439400353999,160,3180
002A_shp,37.661335766,-122.439825830999,161,3200
002A_shp,37.66175193,-122.440276695999,162,3220
002A_shp,37.662147408,-122.440755674999,163,3240
002A_shp,37.66252665,-122.441255401999,164,3260
002A_shp,37.662891874,-122.441771432999,165,3280
002A_shp,37.663244911,-122.442300740999,166,3300
002A_shp,37.66359214,-122.442836116999,167,3320
002A_shp,37.663935687,-122.443375240999,168,3340
002A_shp,37.664275715,-122.443917884999,169,3360
002A_shp,37.664622312,-122.444453915999,170,3380
002A_shp,37.6649665,-122.444992400999,171,3400
002A_shp,37.665306969,-122.445534611999,172,3420
002A_shp,37.665644698,-122.446079532999,173,3440
002A_shp,37.665989545,-122.446617345999,174,3460
002A_shp,37.666347872,-122.447140974999,175,3480
